TIME,CH1
-1.5414e-04,0.004
-1.5410e-04,0
-1.5406e-04,0
-1.5402e-04,-0.004
-1.5398e-04,0
-1.5394e-04,0.004
-1.5390e-04,0
-1.5386e-04,0.004
-1.5382e-04,0
-1.5378e-04,0
-1.5374e-04,0
-1.5370e-04,0
-1.5366e-04,0.004
-1.5362e-04,0
-1.5358e-04,0
-1.5354e-04,0
-1.5350e-04,0.004
-1.5346e-04,0.004
-1.5342e-04,0
-1.5338e-04,0
-1.5334e-04,0.004
-1.5330e-04,0
-1.5326e-04,0.004
-1.5322e-04,0.008
-1.5318e-04,0
-1.5314e-04,0
-1.5310e-04,0.004
-1.5306e-04,0
-1.5302e-04,0
-1.5298e-04,0
-1.5294e-04,0
-1.5290e-04,0
-1.5286e-04,0
-1.5282e-04,0.004
-1.5278e-04,0
-1.5274e-04,0
-1.5270e-04,0
-1.5266e-04,0.004
-1.5262e-04,0.004
-1.5258e-04,0
-1.5254e-04,0.004
-1.5250e-04,0
-1.5246e-04,0
-1.5242e-04,0
-1.5238e-04,0
-1.5234e-04,0
-1.5230e-04,0
-1.5226e-04,0
-1.5222e-04,0.004
-1.5218e-04,0
-1.5214e-04,0
-1.5210e-04,0.004
-1.5206e-04,0
-1.5202e-04,0.004
-1.5198e-04,0
-1.5194e-04,0.004
-1.5190e-04,0
-1.5186e-04,0
-1.5182e-04,0
-1.5178e-04,0
